document_id,clean_text,sentiment
766,"Are looks all that matters? I did not expect very much from Avatar. There was no fear of the hype letting me down in other words. I knew there would be special effect, CGI and all in all an amazing world created. And the visuals were great, there is no question about it. But the film simply failed to capture me! And it is simply because... well what else is there in this film? It is not original or at least creative. The acting is at best average, not one single actor delivers anything close to a good/great performance. The involved characters are also very one-dimensional, uninteresting and completely lacked complexity. The dialogues are not even trying to be remotely good. Was it all just written in a hurry? The story is very thin and unoriginal. Blue Indians living in space, getting pillaged by man. This isn't even close to being something new. The plot is very thin. I also found it quite uninteresting.The film was furthermore unnecessarily long, it could easily have been shortened. It did bore me, and I did not expect that to happen. As mentioned already, I did not have high expectations. All in all, take away the good looks, and the film really is poor. I do not expect very much from films of this type or pure action movies, but there has to be some quality in acting, the script, story, dialogue, complexity, depth... This film has nothing except for the visuals! The moral and story has been done way better is numerous film titles. Except, the people will not be blue or made with CGI.Very disappointing, unless looks are the only thing counting for you! Hollywood we know has this view. But it is scary to see that so extremely many share it.6 stars - and as you have understood by now, it is almost purely based on the effects and visuals.",neutral
767,"And it holds up so well to this day, I don't think I have seen a better looking film to this day! It was an absolute treat rewatching this in 3D in the biggest Imax theater my city has. In my opinion, this is probably the best use of 3D in any movie. All those copy cat movies that came after it in 2009 were just gimmicks in comparison. I never got a chance to watch this film in a theater when it originally released, and so I never appreciated it as much. But now that I am older and I can understand the emotional beats better too, I have redeemed myself.The world building in the first half of the movie frequently gave me goosebumps. So much detail and so elegantly imagined! James Cameron and his whole team are freaking geniuses! I even loved the interactions and dynamics between all the humans when they aren't exploring that gorgeous forest. Great dialog and excellent pacing considering that the movie clocks in at just under 3 hours. My only minor gripe was that I felt the war sequences in the second half went on for a bit too long. But the action was so brilliantly designed and emotionally engaging that I can look over it. Combined with the underlying anti-imperialist messages, this is probably the most stunning spectacle put to screen! Imax and 3D were literally built for this! Take a bow James Cameron!",positive
768,"In terms of the visual department, Avatar is a pleasure to watch. It is an achievement and it rightfully got the Oscar. This is the only reason - and by all means a sufficient one - to go to the theatre. The overall story is also relatively believable although surely not original. However, given the investment this movie got, the huge potential was only partly realised. And why? Because at some point they forgot they were making a movie, not a CGI demo. The dialogues are so annoying, childish and empty, it makes sitting through the movie with the sound on a real challenge. I don't want to hear exclamations of 10-year olds if I'm to get interested in the plot. I don't want to be force fed what's going on, I don't want one dimensional characters and so little respect for the intelligence of the audience.So I have to admit very mixed feelings on recommending this movie. The reality is, you cannot miss Avatar, since it sets today's standard in visual effects. But please, do not have any more expectations than that, or you will be disappointed.",neutral
769,"Yes, that's right: Garbage.If you think special effects and action sequences can make up for tepid acting and a lousy script, then you'll like Avatar.If you enjoy watching an arrogant, unimaginative hack director pretend to be creative, then you'll LOVE watching James Cameron regurgitate tired old clichés on a screen. You may even want to help inflate his ego even more (as if he needs any more of it) by perpetuating all the hype and blather about how he ""reinvented"" movies -- just don't mention that you're using ""reinventing"" as a synonym for ""ripping off other people's ideas,"" because Jimbo doesn't like being reminded of that.Are you one of those tree-huggers who thinks ""Nature"" is perfect, and that humans somehow aren't part of it? Do you think that primitive tribal societies are somehow better than industrialized ones? If so, then you'll absolutely adore this obnoxious, preachy, heavy-handed, anti-humanity morality play. Hell, you may even want to paint yourself blue and start a cult.Just hold off on your sermonizing about how marvelous it is to live ""in harmony with Nature"" until AFTER you shut off all your electricity and plumbing -- and then sell your car, and everything else you own that was produced in a factory. Because until you DO that, you'll be as big a hypocrite as James Cameron.",negative
770,"This is one of the few movies that I have actually paid to see in a cinema more than twice, that for me says something about how good I think it is.The first time I saw this move I sat in a row very close to the screen and it was in 3D. It blew me away. This was the cinema release which was 162 minutes long. It felt like 5 minutes and held my attention from start to finish. I came back the next day and sat through it again, this time a little further back and again in 3D. After about a 3 hour break for lunch and other activities I came back to the cinema and watched it again, this time in 2D. All three times the movie was 162 minutes long and each time it felt like no time at all. My immediate rating after each viewing was 8/10.Months later this came out on Blu Ray with the extended cut available at 178 minutes. 16 whole extra minutes added, wow, so cool were my thoughts before watching it. After I had watched the extended cut the first time my immediate rating was 10/10, those 16 minutes for me changed the whole movie and made it so much better.Sam Worthington, Zoe Saldana, Sigourney Weaver, Stephen Lang, Michelle Rodriguez, Wes Studi and CCH Pounder, just a few of the name actors in this masterpiece and they all contribute and add to the experience of a great movie.James Cameron hit the ball out of the park with this one as far as I am concerned. I loved Titanic, but this just goes to the next level. Probably the best movie I have ever had the privilege of watching many many times.This movie has everything, action, romance, drama and comedy. Anyone who did not see the funny moments must not have watched the same movie.If you haven't ever seen this movie yet, get the extended cut copy and view it, avoid any other copy, you will not be disappointed.",positive
771,"I just returned from the theater, watching Avatar again on the big screen in 3D after thirteen years. I watched it with my son. He wasn't even born yet, when Avatar was released and he is a big fan of the movie, he watched it at least five times before at home. I'm happy that I was able to show him the movie as it should be watched. It was an amazing and also emotional experience. Thank you, James Cameron.And don't run out of the theater after the movie ends, because after few minutes of credits, new short sequence of Avatar 2 is shown. Worth watching.Now, we are counting down days until December.",positive
772,"It's got something for everyone, romanticized compassion with love for ""Mother Earth"" for the gals, and lots of mechanical high-tech blow-ups, blow-outs....for the guys. It isn't too mushy and it doesn't beat you over the head with PC....it's great fun for everyone. Just go for the sheer joy of the paintings....and the special effect worlds...gorgeous. It's story is familiar (A Man called Horse/Dances with Wolves) but updated for the future, when man is heading out to other planets...warnings....about human attitudes.Horner's music is luscious as usual, with shades of Titanic, Legends of the Fall...and Trek...combined. Worth every penny spent on it. Can't wait for more films of this type....with more story line.",positive
773,"I watch an average of 5 movies a week, some in cinema some not. So that makes about 250 movies a year, been watching for 4 years actively. As a side note; I got laid thanks to this movie, the romance part is ideal for surprise kiss... (tip,tip)Avatar 3D got into my top 10 list of all time movies, not only because of visual aspects but ALSO because of its breathtaking action and storyline. I have .. never seen any movie with a similar plot. Sure there are a scene or two which could have been written better, but I can say that for every single movie. And that doesn't make a movie bad.Many people claim that it is clichéd, got bad musics.. predictable etc.My answer: - Predictable it is in some parts, but that is a GOOD thing, you can expect something great to happen and when it happens it is more breathtaking than when something happened you did not predict and causes you to miss it. There are a lot of twists in plot you do not predict! In fact, I have been watching it now 3 times in cinema and I still find new stuff to spot and still don't remember the whole plot. I know how it began and how it ended, but middle is quite blurry which gives the movie a good re-watch status.Musics are fine, sure those could be better but when I watched my third time this in cinema not even then did I focus on the music's quality. It is good, not bad, not the best.Clichéd.. Nah. Only thing I recognized as cliché was the survivability in the end and the part where the romance began. Other than that, people have to point me out those clichés they claim there to be as I didn't notice.Something bad about movie is that not every computer generated scene were .. how to say, polished to the end. Some were blurry and in general FPS lagged behind my eyes so I managed to notice this is not real but since I work with 3D drawing every day I have more eye for mistakes than most but to consider more than 2 hours of this movie is partially computer enhanced things are pretty damn impressive. They should have finished it up tho so -0.2 points for that.9.8 in total. (-0.2 came from graphics and I never give 10)Conclusion: Great movie, go and donate. Shines when watched in 3D. Small flaws that can be accepted.",positive
774,"This movie is simply a blend of pieces of other successful movies.Blue People: Smurfs, Mystique from X-Men, William Wallace with blue war-paint face in Braveheart.Battle Mechs: Mech-Loader in Aliens, Transformers, Ironman.Jungle Beasts: Jurassic Park, King Kong.The Giant, Glowing Tree: Lord of the Rings Elf Tree, Ewok tree village in Return of the Jedi.Outsider joins tribe, falls in love with Chief's daughter and fights with alpha male warrior: Dances with Wolves, Pathfinder, the New World, many other films.Creatures from the forest join in the fight: Lord of the Rings the Ents, Ewoks in Return of the Jedi.Respecting the balance of nature and life: the Lion King, the Last of the Mohicans, Apocalypto, Dances with Wolves.Shaman/Holy Witchdoctor: the Lion King baboon Rafiki, Apocalypto, Dances with Wolves, many other films.Flying dragons: Pitch Black, the Neverending Story, the Lord of the Rings, Dragon heart, Eragon.Suppressed, technologically inferior race of people rebel against a superior, ruthless force: Dances with Wolves, the Lord of the Rings the Two Towers, Equilibrium, Star Wars saga, 300, Independence Day, many others.The spirit-lifting pre-battle speech: Braveheart, Gladiator, Lord of the Rings Return of the King, 300, Independence Day, many other films.All these memorable aspects of great movies cleverly inserted into a well used formula plot pumped up with really advanced computer animation. Wow! I am not impressed! Anybody who raves about Avatar really hasn't seen that many great films in their lifetime. Which by the average age of most of the audience being 12, is not surprising.",neutral
775,"Avatar is a stunning achievement, the definitive big-screen event of our generation. Words seem hopelessly inadequate to try and capture its spectacular three-dimensional glory, but suffice it to say that it sucks you in and immerses you smack bang into a whole new world, giving you a cinematic experience so god damned rich it becomes impossible to assess it as a mere movie. Watch this, and watch it in 3D. Trust me. I watched the 3D version yesterday and I was spellbound during the entire movie. This is a tale of love. Of greed. Of dreams. Of people. Of mercy. Of vengeance. Of faith. This is a tale of life, and it genuinely gives you the taste of a whole new one. The themes are simple but the mythology is deceptively nuanced, and one never expected the most expensive film in the history of cinema to be subtle in any way.",positive
776,"As people have already said, it's visually one of the best movies ever created. It definitely gets a 10/10 in that department. (Fantastic) I won't lie by saying I enjoyed this movie as a popcorn flick, however, how it unfolds the plot was where it suffered. There seems to be underdeveloped parts to the movie that keeps it from being a modern classic. The ending especially feels forced to create political propaganda about the Native Americans. So a 4/10 for the plot. (Weak) Overall, this could've been the best movie we've all seen in years but unfortunately, the plot keeps it from getting that title. It gets a 7/10 for my rating. (Good)",positive
777,"As of today, there are 2675 reviews for ""Avatar""--many of them excellent and by reviewers I respect and enjoy. Because this film has been reviewed so many times and I am so late in seeing it, I will make review VERY quick, as there isn't a whole lot more I can say that hasn't already been said.Although I have almost 10000 reviews to my credit (making me a real nut-case!), I rarely ever see blockbuster films. Heck, I've never seen ""Jurassic Park"" and I mostly only go to theaters to see movies my daughters want to see or the Oscar-nominated shorts that are shown each winter. So the fact that I never saw ""Avatar"" in the theaters isn't very surprising. Any why, then, did I see the film? Well, Netflix (or more likely the Post Office) made a mistake!! I was supposed to watch an Ealing Studios comedy (just the sort of thing a film snob would adore) but the package was ripped open--and ""Avatar"" was inside! While I should have seen it in 3-D on a huge screen, I fortunately at least saw it on a 58"" TV---the best I could hope for instead of the theater. In fact, I would say that if you only have a small TV, don't even bother as the graphics are the big reason to see the film--not the story. Additionally, James Cameron achieved something never achieved before (and hopefully which can now be achieved again thanks to CGI)--he's made sci-fi no longer the realm of humans or human-like beings. So much of the world in this film is 100% alien--something common in books but NEVER on TV or in films. Because of these factors, the film MUST be seen--even if the story, unfortunately, is a bit simplistic with its 'people are stupid and lack TRUE insight' plot. I would have liked the aliens teaching the humans much (like they did in the film) but less of the 'noble savage' idea that people have nothing to offer in exchange. While I do agree people are sometimes stupid, it just seemed a bit too black & white in its thinking and, as a result, lacks depth when it comes to the otherwise fascinating story. For example, the boss-man in charge of the operation comes off as a walking stereotype--like G.I. Joe on steroids and not a real person.Excellent...but flawed. Next time (and the director has announced there will be at least two follow-up films), I sure hope they spend some more of the one hundred bazillion dollar budget on better writing--as the characters were too often one-dimensional and the macho fight at the end just seemed...well...stupid and clich√©d. More well-rounded and real and I would have given this film a 10--perhaps the next ones will earn this distinction.",positive
778,"Avatar is a 3D benchmark program married to an early script of Pochahontas. It's a Walt Disney movie and the way it is colorful and fun only underlines the fact how lucrative it is designed to be. The story is about war and extinction, stuff like that is not colorful and fun. Yes, it is a wonder of computer technology, but technological wonders happen every day, just look at your 50 gigs pendrive smaller then your thumbnail, since when do we credit that as art? I do not find avatar a particularly bad movie, but as a general piece of filmmaking it is not worth more praise than a worse Disney vehicle and the way it now forces cinema to convert to a 3D entertainment park is not something I regard as a benefit to the world.",neutral
779,"Watching on my computer, I realize that the direction and the way the story unfolds is really really terrible. The characters are very shallow, and there are a lot of inconsistencies in the storyline.The people of Pandora are shown to be stupid. Initially termed as very violent, why do they let humans on their planet in the first place. When Jake goes to them first, everybody wants a piece of him. But when they are getting attacked, no one wants to retaliate. Instead, all they do is gather around defenseless and pray ?? And the way they pray is worse than what humans do.Graphics of the movie might be great, but it lacks on the basic building blocks of a good action / thriller. Watching the character of Jake and the general for 5 minutes, you can easily predict that its going to come down to a duel between them. And thats the main fight ???Once again, I wish to bring to your attention that the storyline and direction sucked.",negative
780,"""Avatar"" became a legendary project even before it was released on big screens around the world. The most famous director James Cameron was preparing to make a new revolution in cinema, giving the world an incredible story about a distant planet and its inhabitants in 3D format. I even remember that in order to prepare cinemas for screening in this still little-known format to the mass audience, the premiere was postponed. But then the film came out and made a real splash, becoming the highest-grossing film in the history of cinema.Cameron's film combines everything necessary for a large-scale and memorable blockbuster: a chic visual range, excellent sound, an interesting and socially significant story. In the experienced hands of the creator, the characters on the screen allow you to get into them, sympathize with someone, and openly hate someone.The movie is long. But it's justified. Cameron introduces viewers to the world of the distant planet Pandora, its inhabitants and nature. Each frame is filled with the brightness of colors and brought, it seems, to perfection. It is this attention to all the details that allows you to really believe what is happening on the screen when viewing.The plot develops slowly enough so that we can get used to our certain laws of this new world for us, feel the life of the aborigines, see how diverse another planet can be with its amazing flora and fauna. But later the action begins to develop much more interesting, bringing the audience to the brewing conflict. Colonizers arrived on an alien planet to extract minerals so necessary on their Land, which cost a lot of money there. But local tribes live just on the deposits of the necessary rare mineral. Hence the conflict situation starts.The story that Cameron is showing is wrapped in a fantastic wrapper, but it perfectly demonstrates events that have already happened and, it seems, are still happening in the real world. People who have the power come to foreign lands and just take what they need. History remembers many such examples. Cameron's work reminds us of the history of mankind and presents it all on the screen in a dramatic form.There are a lot of important characters in the film, who somehow reveal themselves in the film in different situations. We see a great performance from Sigourney Weaver, Sam Worthington, Zoe Saldana, Stephen Lang, Michelle Rodriguez and other actors. Thanks to an excellent game and a high-quality scenario, any of the characters looks really alive and real. You believe his motivations, empathize with him or despise him.An important part of the story is the idea of the indivisibility of the nature of the planet and its inhabitants. On Pandora, the locals are part of a common huge organism. Here the world is indivisible. And when aliens from another planet begin to destroy the familiar world order, the viewer already clearly understands, using the example of Pandora, how cruel it is to destroy what was created by this very nature. In my opinion, the director's desire to recall the destructive human activity in our real world is clearly traced here, when few people think about the fact that our planet is undergoing gigantic destruction from human activity. And if we don't stop torturing our Land like this, then the next generations will reap the destructive fruits of their ancestors - us.""Avatar"" is a great story that has conquered the world and the minds of millions of people. A colorful and unforgettable story, another world that became available thanks to the unprecedented imagination of James Cameron. The film contains not only a high-quality picture, but also becomes an important drama that reminds us all that only together we can live on this planet, respecting both each other and the Earth itself.9 out of 10.",positive
781,"I know this review is kinda late. I watched this in 3D at cinemas and later in Blu-ray's etc. It has to be one of the best uses of HD tech in the history of movies. The story is believable the characters are so real and let's face it relatable. It goes beyond story telling. The sounds and sights (I just wish we had the smells lol). If you haven't seen it, then trust me take a few hours you time. Book front room telly (hopefully with a sound bar or surround sound) plenty of nibbles. Sit back. Enjoy üëçüèº",positive
782,"This Movie Was Amazing! The Only Reason I'm Giving This a 10 Is The CGI. The Movie Was Great, The Characters Were Likable & Felt Real, The Music Was Dope, The Writing And Scripting Was Good. BUT, Most Importantly This Movie Had Me Feeling About These Characters. It Had Me Hooked. I'd Strongly Recommend This If You're Used To Sc-Fi Movies.",positive
783,"I just knew that James Cameron directed the planet of the apes so I just realized that he also made this movie (which I haven't watched it yet) and written it and it blew the heck of me! From the local aliens to the world building is a high level creativity. I like the way they introduced Jake that lives on a futuristic era on earth which makes us feel like earth is a sad and depressing place to live in and then brings us to Pandora and it makes us fully Excited! Makes you feel wanna live in there. I love the Na'vi's tradition such as the way they mount there banshees/Direhorses, The tree that makes them heal or something, and you name it.Cgi: 9.5/ Plot: 10/ Structure: 9.5/ Dialogues: 9/ Scenes: 10/ Characters: 9.5.",positive
784,"First, the graphics of this movie are OUTSTANDING! Pay the extra few bucks and see it in 3D; you won't be disappointed.Second: yes, this is a formulaic plot. Instead of 'dances with wolves' we have 'dances with Na'vii'. Even so, it was well constructed, moved along smoothly enough, and worked well enough that I was OK with that, except....(spoiler here) Third: The ending is completely unrealistic. Assuming 'unobtanium' is as critical and as expensive as stated, and assuming the 'company' has spent as much time, money, and manpower to try to 'negotiate' a solution, either A) they would have NEVER gone in for a direct confrontation as they did, using massive missile assault and unmanned drones instead (are we forgetting Pakistan and Afghanistan?), or B),they would have come back and bombed the na'vii from orbit. I am ABSOLUTELY OPPOSED to both concepts: be VERY clear on this point. But what I am saying is that something this valuable would've never been left as Cameron did at the end of the film. I wish that it were so, but my 30+ years of study of the last 6,000 years of human civilization tells me otherwise....Another thought occurred to me after I wrote this: even with 3 months in cryo, since we clearly have the technology to set up colonies on other worlds WHY WOULD WE STAY ON EARTH IF WE RUINED IT??? Again, not thrilled about this point but if we're going for Willful Suspension of Disbelief Cameron lost me here. I was OK with 10 foot tall blue aliens that look and dress remarkably like the Navaho, I was OK with floating rocks and triceratop-sized creatures that moved like cheetahs, I was even OK with a green earthlike planet that had an atmosphere unbreathable to humans (despite green plants which require chorophyl and a blue sky which requires nitrogen) ---All of that I could live with, until they beat us and we just left. That. Simply. Would not. Happen.",positive
785,"I think i need to review this film again when i can relax and immerse in the experience. The showing i went to was spoiled by two brats who insisted on doing a running commentary during most of the picture which was a huge shame.That aside i really did get the feeling that James Cameron has achieved something major here. His use of technology never seems to get in the way of him making a good film like it does with the Emmerichs and Bays of this world. Cameron has proved that no-one does epic like him. He was almost born to be a popcorn director yet he is so much more at the same time. The story of Avatar is very simple and the plot has obvious comparisons to Dances With Wolves and more recently The Last Samurai. This would probably be more of a drag if the film itself wasn't such a visual knockout, yes, the film is alive, the visuals are truly stunning and the imagination that has gone in to creating this world and these surroundings is remarkable. The cast are all fine, Stephen Lang is fun the cartoonish baddie although it would have been better if we as an audience could have hated him a little more. Sam Worthington continues to grow and is OK as Jake. Sigourney Weaver is always a presence but here she is given a lot less to do than as Ripley in Aliens. In all, i thought Avatar was a resounding success in as much as its visual achievements. The only downside? Every two-bit director in Hollywood will now be making 3D films. A lot of them will be rubbish and few will pass the test in same way Avatar has.",positive
786,"Incredible visuals. Poor story telling coupled with bad characters and nightmarish AWFUL dialogue pull you out of what could have been a GREAT Film. In time this film will fade in its regard, as Titanic did, to a purely visual otherwise so so movie.To say this belongs in the 250 best films is a joke. It will certainly win best picture at the Oscars but in the end its MAYBE the 8th best film out of the 10, maybe.When Cameron doesn't write his films they end up being much much better (Aliens is one of my all time favorites), not that different from George Lucas, both people with an eye for the visual but no talent for writing, especially dialogue.I can't fathom buying this movie on Blu-Ray, it's purely a theater experience, and an interesting one at that, but that's where it ends.Let the lowest common denominator rave about it, you the movie going audience should demand more.",neutral
787,"I just saw this movie for its re-release remastered in 4K. I've only seen this movie about five times in my life. I was in middle school when Avatar first came out. It was hard to follow along what the story is telling, but I liked the idea of a person's consciousness being transferred into a blue alien body. Overtime, I found myself surprised that it became the world's highest grossing film of all time. It temporarily lost its spot to Avengers: Endgame, until it's 2020 re-release in China. Clearly, James Cameron is a genius in filmmaking, what with the visual effects, the cinematography, the atmosphere of Pandora and the 3D effects. Now that saw Avatar again, I cannot wait for the upcoming long-awaited sequel.",positive
788,"Amazing special effects and nothing more. It's long pretty dull story which is suspiciously similar to Pocahontas. James Cameron is getting worse and worse with his movies. He used to make amazing movies, even his old action movies had strong plots.",positive
789,"Let me begin with a confession or two: first, I rarely walk out of movies, but I walked out of James Cameron's last must-see movie, ""Titanic,"" well before the iceberg made its appearance. I figured, I already knew the ending, so why endure another hour or so of Rose and Jack, two characters so thoroughly calculated and clich√© that I wanted to throw them both overboard myself.Second, when ""Avatar"" was released, with all the hyperbolic language Hollywood could muster (""movies will never be the same"" was one tag line I remember), I didn't see it in its intended 3D glory. Fact is, I was suspicious of the hype, and felt a little snake-bitten from my last foray into Cameronia. Instead, I waited, and endured in the meantime the jibes of those who saw and loved the movie -- one relative saw the darn thing SEVEN times -- who just could not believe that I had not yet seen it after all this time. Fact is, I really wasn't all that interested. When someone else said that they originally had a similar level of indifference but, after having seen it, ended up loving it, I figured that I would finally invest the nearly three hours. I sat down with my wife last night to watch it. On Bluray, on a beautiful Sony Bravia with a great surround-sound system. But no 3D.Having done so, I can firmly make this statement: without 3D to distract and/or amuse you, this movie is one big steaming pile.Plot: little, and what there is of one is predictable and clich√©. Others have documented the blatant similarities and outright lifting of the plots of other, better movies. Let's just say that if Cameron did in fact write the script in three weeks, he must have spent two of them in a coma.Dialog: burp. From the opening line of someone having had ""a hole blown through his life,"" you know you're in for more cheese than a Wisconsin harvest festival. Junior college creative writing students would have been embarrassed to turn in such work.The vaunted CGI: not to put too fine a point on it, but it was SyFy Channel quality at best. Having on the previous night watched a much more convincing CGI flying beast movie ""How To Train Your Dragon,"" I was absolutely shocked by the poor quality of the CGI. The textures and lighting were lame and unconvincing, and I never for once suspended any sense of disbelief.Acting: who was in this movie again? Between Sam Worthington's Aussie-creep accent in what was supposed to be a flag-flying-red-white-and-blue jar-head character to the Na'vi who fluctuated from speaking halted English to perfect and back again, lets just say that I was left unimpressed and unmoved.Direction: so ""nothing special"" that I can hardly believe the raves this movie got. Fail.And don't even get me started on the ""unobtanium.""I am completely sure that in 3D, this movie was a wonderful visual experience, and enough of one to distract a viewer from the utter lack of originality and substance in the movie itself. Viewing it without this visual aid, however, the movie's flaws are glaring and hard to overlook. Still, Cameron made a bucket-load of money on this movie, so I recognize that mine is a minority opinion. But my wife hated it too, so I got that going for me, which is nice.However, one thing is absolutely and completely certain: I will never again be hoodwinked into turning over my hard-earned cash to the snake-oil salesman who is James Cameron. ""Avatar"" is a movie for thirteen year old male video game enthusiasts or those easily amused by sparkly things. Otherwise, save your dough and your time. You'll be glad you did.",negative
790,"When I saw Terminator 2 in 1994 I did not knew who was the director. But Terminator 2 is still my best action film. I have several of its action scenes clearly in my memory and background music during the action scenes. Like when Arnold Shots and Breaks the chain of the door and then He jumps from the high point on the below road with bike. And the sparks coming out of tires of the HD bike. The hospital scene where Arnold takes out gun from the Rose bouquet and steps over the roses. Similarly there were few more remarkable scenes. Then came Titanic and as we all know it was such a grand movie. Depicting the grandness of the Ship and touching love story all very beautifully. I felt a lot of same kind of unforgettable effects while watching Avatar. The background music in the end giving a similar kind of beat as it was in Terminator 2: The Judgment Day. The film making is not just about utilizing the latest technology and to increase the budget. Its neither about to show all of your imaginations on the Silver Screen. (Harry Potter series have also a lot of imaginations but I never admired them). Actually the film making is about how you can capture the audience whole interest as they feel themselves involved in the situation. And when finally the audience comes out of the Cinema Hall he/she can easily re-construct the whole ideas of the film and can join it all together, to generate more interest in the mind to see it even multiple times. I just want to say Long Live James Cameron. If I can have some of his brilliance in me I will think myself very much blessed and lucky.",positive
791,"I am aware of there will always be critics. but I have read some reviews with a lot of critic. And I must say, you disappoint me guys. A lot of people says, that because of the movie took 12 years from the writing to the finish, it could not live up to its expectations. I simply hate the word expectation. Would it have been any better if it only took 5 years to make? lets say you had not heard of the movie, and you went to the cinema to watch it. Tell me, would it have been any better then? And by the way the 12 years was not just 12 years of film making. it included expanding the technology of 3d and other. If Avatar is gonna be followed as predicted, it will take much less years, because the graphics and the characters is already perfected.I have also heard that some people thinks that the plot and dialog was too unoriginal. If it is not original, there is a reason why it has been used in other movies (and works), and why take the chance after 14 years of hard work, if people don't find the originality any good. (By the way, I think that there are a lot of originality to offer in this movie.) The movie did not leave you with any tricky thoughts or exciting mystery which has been solved. That kind of movie, can i only watch the first time being excited about it. I could kill to watch avatar again(not literally), because of the super effects and the many emotions all around the film. at last I want to say that the 3d was brilliant, and the actors performed flawless. Good job James.9/10. And i am not even a Sci-Fi fan. But James Cameron also likes to call it an Action-Adventure-Fantasy ;)",positive
792,"This is movie making at its finest. A beautiful heartfelt message, loveable characters from a range of backgrounds and beliefs, wonderful newly developed technical aspects of movie making that never overplay the message. This is Hollywood at its finest. This is The Wizard of Oz for our generation...the message, the writing the acting the technical aspects all work to create a deeply moving film. Altough it is wonderful on the small screen it is amazing on the big screen. We paid to see it at a movie theatre. When then went again to see it with friends, we bought it so we can watch it at home and when it is rereleased later this year we will go to see it on the big screen again. Roll over Sound of Music, tell Casablanca the news!!!",positive
793,"Avatar is the bestest movie in a long long time. It's a sight to be seen. If you thought Lord of the Rings had cool effects than you don't know anything. Avatar has taken visual effects and brought them to a new high. I don't think any movie can ever beat Avatar's special effects for a long long time. It's pretty early sure but I think Avatar will be judged as one of the greatest movies of all time. It has a classic storyline of good and evil, right and wrong, but it is only with blue aliens instead. Cameron has created his own brilliant world and populated it with aliens with a unique mythology. We want to know how to be like them but only action hero Sam Worthington can discover the secrets. The idea of the Avatar is one of the most original sci-fi creations. It takes a certain inspired brilliance to have Jake Sully a wheel chaired guy to become a creature of the forest through virtual reality. The 3-D in Avatar is by far the best I've ever seen. If you want great 3-D than Avatar is the way to go. James Cameron is the King of the World and if I were him I'd simply retire because he has made a great movie, too great really. All other Sci-Fi epics pale in comparison to Avatar. Stephen Lang's character is a better villain than Darth Vader...",positive
794,"I only give this movie a 7, cause of the visual effects. The visual effects of this movie are probably the best ever, and very huge in its genre. But if you take a look to the story, I think you better can go watching a simple love story between the bad and the good. Cameron is great as director and he knows very well what he wants with his movie, the cinematography in this movie is also very good. The acting is not bad, but in this movie there isn't really an acting ensemble. The Art-Direction is also very very good. So I want to say: Huge performance by the visual effects team, and Cameron delivers good work, But: As is said, the story is too simple. It's just a simple love story with a bit sci-fi.",positive
795,"I came to this film purely by chance. I had seen Sherlock Holmes and was heading to my car when my brother called. I met him at the exit to the cinema. I had an apparently ""speical"" offer. One of my brother's friends had gotten sick, so would I like to see Avatar? In IMAX 3D no less? I had seen T2 when I was younger, but the name of the director did not register to me. I had seen half of Alien before I ran screaming out of the room. I had never seen a trailer for this, and the only warning I got was a poster. The one with the Na'vi face. Not much of a heads-up! I went in not knowing anything. No plot, no expectations... And this move removed any limits I have put on a film. It was real. The planet, the Na'vi, and the humans. I came here and read the reviews before I went back and watched it. I have now seen it 3 times. For the apparent disappointment you seem to feel, I can not fathom. I am no movie critic. I am no Si-fi fan. But I think that if a language for a movie is made by a PHD, it might hold some water. If it is just like ""Dance with the Wolves"" (I have never seen) then...well, Where are wolves exactly? I certainly didn't see Ankin jump out at any point. Or the T-1000. And this wasn't an awful gushy romance like Titanic (the film was awesome, the actor's, no so much) . This move can hold it's own. The second one...well, I will be waiting.",positive
796,"Seven days after the movie was released in cinemas here in Australia I went to see this movie, in 3D of course. Not because i was lazy and waited all that time but because I couldn't get a ticket. Everyday since release it was sold out until my friend had a spare ticket. What amazed me was the detailed graphics which were visually stunning, but other than that the movie lacked. The plot line was weak and predictable. Every great movie has a unique story that is different in contrast to any other. All I believe this movie needed was is a better story line, maybe drag the war longer.But I do recommend everyone, people of all ages and cultures to go to the cinemas while its still playing (which I know it still will for a long time seeing as how people are still talking about it). I'm sure every person will understand the language of art that the movie communicates. The sex scene with the avatars (although we didn't get to see them actually do it) was extremely creepy. The Banshee's were awesome though.",positive
797,"Let me start the review with an inspiring note. Avatar portrays one thing - 'If you have passion for something you are going to end up on winning side'. Whether its the 'camera-man' Cameron's effort to pull up a movie as brilliant like this or the Na'vis, your passion and dedication can turn around things. I went to the movie with a big big hype around it. It was supposed to be the biggest budget movie of all time with some unbelievable graphic effects. Pleasingly enough, the movie meets all that perfectly. You are taken to a alien world actually. Most of the shots feel to be out of world. The movie plays on like a frame of art. Each frame is detailed to perfection. So much that you keep on admiring the beauty. Pandora ( the alien planet) seems to be an inviting place. I would have paid anything to go to a trip to this place, if possible. That's the magic of Cameron's imagination and how he brought it live in front you. Credits to his whole team for pulling it up.I won't waste anytime in briefing the story line. It has been done many times here and in media. And definitely no spoilers. Even if you know the whole story of movie still go for it. The storyline is simple and at sometimes similar to Bollywood movies( I am from India) but still it doesn't bore you anytime. You will always want to see the movie. Its an experience in itself.Am going for the movie again. So should you. Highly recommended.",positive
